525.9000,2162.5000,2091.6667,2295.8333,2379.1667,2416.6667,2858.3333,2975.0000,2929.1667,3025.0000,3200.0000,3200.0000,3445.8333,3487.5000,3395.8333,3316.6667,3516.6667,3508.3333,3395.8333,3295.8333,3433.3333,3395.8333,3375.0000,3420.8333,3283.3333,3395.8333
525.8000,1958.3334,2158.3333,2183.3333,2158.3333,2675.0000,2820.8333,2912.5000,2762.5000,3320.8333,2987.5000,3345.8333,3300.0000,3383.3333,3425.0000,3291.6667,3170.8333,3454.1667,3437.5000,3454.1667,3354.1667,3466.6667,3545.8333,3208.3333,3400.0000,3370.8333
525.7000,1762.5000,2312.5000,2466.6667,2283.3333,2554.1667,2875.0000,2962.5000,3079.1667,3112.5000,3370.8333,3345.8333,3258.3333,3541.6667,3587.5000,3545.8333,3416.6667,3320.8333,3429.1667,3487.5000,3633.3333,3533.3333,3366.6667,3500.0000,3516.6667,3600.0000
525.6000,1883.3334,2000.0000,2308.3333,2250.0000,2583.3333,2862.5000,3083.3333,2916.6667,3287.5000,3095.8333,3337.5000,3316.6667,3529.1667,3495.8333,3291.6667,3420.8333,3291.6667,3291.6667,3279.1667,3391.6667,3350.0000,3270.8333,3625.0000,3500.0000,3375.0000
525.5000,1741.6666,2075.0000,2420.8333,2316.6667,2625.0000,2825.0000,2879.1667,2979.1667,3016.6667,3004.1667,3258.3333,3166.6667,3350.0000,3362.5000,3566.6667,3262.5000,3566.6667,3295.8333,3312.5000,3329.1667,3587.5000,3370.8333,3254.1667,3441.6667,3491.6667
525.4000,1833.3334,2108.3333,2154.1667,2300.0000,2454.1667,2762.5000,2945.8333,2833.3333,3104.1667,3258.3333,3379.1667,3129.1667,3587.5000,3508.3333,3404.1667,3429.1667,3504.1667,3304.1667,3487.5000,3291.6667,3391.6667,3400.0000,3412.5000,3462.5000,3387.5000
525.3000,1825.0000,2154.1667,2204.1667,2316.6667,2541.6667,2700.0000,2866.6667,2954.1667,3183.3333,3179.1667,3237.5000,3350.0000,3195.8333,3595.8333,3287.5000,3583.3333,3354.1667,3504.1667,3495.8333,3754.1667,3500.0000,3483.3333,3429.1667,3325.0000,3329.1667
525.2000,2012.5000,2183.3333,2233.3333,2266.6667,2425.0000,2675.0000,2608.3333,2870.8333,3291.6667,3133.3333,3141.6667,3304.1667,3375.0000,3420.8333,3295.8333,3295.8333,3275.0000,3425.0000,3450.0000,3350.0000,3629.1667,3262.5000,3591.6667,3566.6667,3541.6667
525.1000,1941.6666,2054.1667,2387.5000,2225.0000,2466.6667,2658.3333,2875.0000,2912.5000,3133.3333,3004.1667,3216.6667,3187.5000,3358.3333,3391.6667,3233.3333,3458.3333,3404.1667,3270.8333,3354.1667,3470.8333,3529.1667,3450.0000,3525.0000,3420.8333,3304.1667
525.0000,1866.6666,2316.6667,2308.3333,2308.3333,2625.0000,2729.1667,2945.8333,2975.0000,3091.6667,3229.1667,3175.0000,3483.3333,3466.6667,3508.3333,3295.8333,3387.5000,3525.0000,3237.5000,3304.1667,3533.3333,3441.6667,3391.6667,3379.1667,3470.8333,3375.0000
524.9000,1820.8334,2020.8334,2154.1667,2225.0000,2629.1667,2666.6667,3037.5000,2945.8333,3033.3333,3091.6667,3250.0000,3420.8333,3479.1667,3491.6667,3162.5000,3037.5000,3395.8333,3454.1667,3558.3333,3475.0000,3241.6667,3304.1667,3220.8333,3404.1667,3383.3333
524.8000,1633.3334,2200.0000,2354.1667,2475.0000,2712.5000,2725.0000,2687.5000,2958.3333,3070.8333,3075.0000,3241.6667,3383.3333,3229.1667,3350.0000,3687.5000,3483.3333,3529.1667,3520.8333,3512.5000,3529.1667,3483.3333,3220.8333,3412.5000,3533.3333,3350.0000
524.7000,1804.1666,2116.6667,2333.3333,2195.8333,2516.6667,2533.3333,2912.5000,3104.1667,3095.8333,2975.0000,3325.0000,3175.0000,3216.6667,3479.1667,3316.6667,3345.8333,3466.6667,3433.3333,3312.5000,3466.6667,3466.6667,3512.5000,3262.5000,3470.8333,3454.1667
524.6000,1920.8334,2145.8333,2354.1667,2400.0000,2445.8333,2633.3333,2925.0000,2958.3333,3116.6667,3145.8333,3425.0000,3241.6667,3212.5000,3316.6667,3745.8333,3529.1667,3295.8333,3204.1667,3275.0000,3312.5000,3362.5000,3304.1667,3333.3333,3379.1667,3341.6667
524.5000,1766.6666,2137.5000,2341.6667,2262.5000,2433.3333,2941.6667,2887.5000,3004.1667,3162.5000,3250.0000,3108.3333,3254.1667,3350.0000,3500.0000,3216.6667,3416.6667,3229.1667,3366.6667,3445.8333,3491.6667,3383.3333,3212.5000,3391.6667,3375.0000,3595.8333
524.4000,1870.8334,2250.0000,2133.3333,2520.8333,2716.6667,2687.5000,2941.6667,2991.6667,3108.3333,3145.8333,3375.0000,3337.5000,3254.1667,3375.0000,3308.3333,3470.8333,3441.6667,3362.5000,3479.1667,3391.6667,3508.3333,3312.5000,3316.6667,3608.3333,3212.5000
524.3000,1887.5000,2187.5000,2200.0000,2270.8333,2591.6667,2579.1667,3129.1667,2941.6667,3058.3333,3100.0000,3095.8333,3366.6667,3445.8333,3504.1667,3491.6667,3208.3333,3429.1667,3450.0000,3570.8333,3387.5000,3229.1667,3220.8333,3237.5000,3237.5000,3412.5000
524.2000,1791.6666,2162.5000,2320.8333,2337.5000,2412.5000,2604.1667,2900.0000,3175.0000,3158.3333,3108.3333,3083.3333,3316.6667,3204.1667,3295.8333,3512.5000,3291.6667,3508.3333,3537.5000,3641.6667,3487.5000,3270.8333,3270.8333,3433.3333,3641.6667,3300.0000
524.1000,1966.6666,2025.0000,2270.8333,2275.0000,2658.3333,2645.8333,2762.5000,3054.1667,2933.3333,3312.5000,3320.8333,3525.0000,3395.8333,3458.3333,3237.5000,3262.5000,3462.5000,3279.1667,3487.5000,3525.0000,3250.0000,3325.0000,3375.0000,3404.1667,3483.3333
524.0000,1779.1666,2270.8333,2270.8333,2370.8333,2354.1667,2820.8333,2850.0000,2804.1667,3000.0000,3104.1667,3237.5000,3079.1667,3562.5000,3458.3333,3354.1667,3233.3333,3550.0000,3233.3333,3454.1667,3429.1667,3500.0000,3258.3333,3362.5000,3608.3333,3345.8333
523.9000,1791.6666,2229.1667,2125.0000,2329.1667,2508.3333,2820.8333,2850.0000,2629.1667,2925.0000,2904.1667,3012.5000,3258.3333,3400.0000,3416.6667,3266.6667,3429.1667,3550.0000,3245.8333,3316.6667,3762.5000,3575.0000,3525.0000,3729.1667,3433.3333,3600.0000
523.8000,1816.6666,2225.0000,2287.5000,2204.1667,2600.0000,2737.5000,2925.0000,2950.0000,3112.5000,2850.0000,3200.0000,3233.3333,3541.6667,3579.1667,3333.3333,3437.5000,3666.6667,3383.3333,3366.6667,3429.1667,3441.6667,3362.5000,3420.8333,3520.8333,3391.6667
523.7000,1745.8334,2004.1666,2304.1667,2445.8333,2529.1667,2462.5000,2837.5000,2875.0000,3204.1667,3304.1667,3354.1667,3229.1667,3354.1667,3508.3333,3516.6667,3491.6667,3491.6667,3441.6667,3508.3333,3462.5000,3216.6667,3433.3333,3345.8333,3716.6667,3304.1667
523.6000,1783.3334,2112.5000,2091.6667,2191.6667,2337.5000,2637.5000,2829.1667,2941.6667,3004.1667,3037.5000,3283.3333,3212.5000,3312.5000,3408.3333,3358.3333,3504.1667,3404.1667,3233.3333,3379.1667,3458.3333,3354.1667,3262.5000,3441.6667,3425.0000,3516.6667
523.5000,1783.3334,2033.3334,2137.5000,2383.3333,2437.5000,2800.0000,2704.1667,2854.1667,2933.3333,3337.5000,3329.1667,3312.5000,3629.1667,3450.0000,3441.6667,3391.6667,3379.1667,3350.0000,3316.6667,3362.5000,3433.3333,3483.3333,3437.5000,3333.3333,3254.1667
523.4000,1858.3334,2083.3333,2070.8333,2220.8333,2466.6667,2545.8333,2758.3333,2979.1667,2933.3333,3029.1667,3500.0000,3166.6667,3462.5000,3541.6667,3270.8333,3483.3333,3416.6667,3200.0000,3391.6667,3529.1667,3562.5000,3520.8333,3354.1667,3425.0000,3504.1667
523.3000,1737.5000,2116.6667,2316.6667,2320.8333,2508.3333,2533.3333,2745.8333,3033.3333,3029.1667,3254.1667,3412.5000,3316.6667,3329.1667,3304.1667,3429.1667,3537.5000,3383.3333,3216.6667,3387.5000,3616.6667,3350.0000,3354.1667,3491.6667,3616.6667,3387.5000
523.2000,1841.6666,2112.5000,2083.3333,2275.0000,2570.8333,2583.3333,3050.0000,2820.8333,2883.3333,3075.0000,3166.6667,3370.8333,3379.1667,3270.8333,3320.8333,3491.6667,3404.1667,3400.0000,3295.8333,3529.1667,3258.3333,3262.5000,3404.1667,3525.0000,3633.3333
523.1000,1933.3334,2004.1666,2245.8333,2237.5000,2541.6667,2491.6667,2812.5000,2895.8333,3041.6667,3179.1667,2975.0000,3366.6667,3345.8333,3462.5000,3191.6667,3466.6667,3583.3333,3454.1667,3358.3333,3291.6667,3225.0000,3545.8333,3533.3333,3420.8333,3466.6667
523.0000,1833.3334,2166.6667,2175.0000,2112.5000,2554.1667,2733.3333,2766.6667,2975.0000,3162.5000,3112.5000,3229.1667,3425.0000,3429.1667,3358.3333,3425.0000,3604.1667,3470.8333,3550.0000,3304.1667,3245.8333,3295.8333,3608.3333,3362.5000,3733.3333,3591.6667

//Area Comment,RegionNo,AtomicName,Cycle,XLabel,YLabel,DataCount
#7 SiO2 25nm
2
Si2p
25
Binding Energy(eV),reverse
Intensity(cps)
201
112.0000,631.2500,770.3125,714.0625,751.5625,707.8125,742.1875,734.3750,845.3125,790.6250,884.3750,942.1875,1287.5000,1657.8125,2131.2500,2765.6250,2846.8750,2925.0000,2948.4375,2979.6875,2954.6875,3043.7500,2935.9375,2926.5625,3025.0000,2940.6250
111.9000,642.1875,812.5000,746.8750,709.3750,710.9375,737.5000,707.8125,768.7500,821.8750,925.0000,1000.0000,1245.3125,1715.6250,2165.6250,2765.6250,2820.3125,2810.9375,2935.9375,3078.1250,2885.9375,2976.5625,3067.1875,3126.5625,2945.3125,3034.3750
111.8000,607.8125,731.2500,707.8125,740.6250,754.6875,732.8125,735.9375,751.5625,795.3125,895.3125,1000.0000,1225.0000,1587.5000,2089.0625,2676.5625,3000.0000,2914.0625,2915.6250,3021.8750,2909.3750,2898.4375,2946.8750,3112.5000,2981.2500,2973.4375
111.7000,640.6250,729.6875,703.1250,742.1875,706.2500,735.9375,729.6875,787.5000,779.6875,912.5000,954.6875,1192.1875,1668.7500,2248.4375,2573.4375,2806.2500,2821.8750,2757.8125,2846.8750,2848.4375,2885.9375,2943.7500,2940.6250,3004.6875,2920.3125
111.6000,603.1250,787.5000,732.8125,646.8750,740.6250,721.8750,731.2500,704.6875,743.7500,889.0625,981.2500,1192.1875,1618.7500,2081.2500,2707.8125,2678.1250,2806.2500,2884.3750,2953.1250,2923.4375,2928.1250,3032.8125,2965.6250,2895.3125,2915.6250
111.5000,609.3750,743.7500,717.1875,735.9375,737.5000,726.5625,734.3750,725.0000,784.3750,870.3125,945.3125,1209.3750,1690.6250,2128.1250,2582.8125,2745.3125,2901.5625,2709.3750,2754.6875,2957.8125,2926.5625,3050.0000,2885.9375,2737.5000,2912.5000
111.4000,642.1875,707.8125,714.0625,731.2500,715.6250,656.2500,720.3125,759.3750,814.0625,773.4375,1012.5000,1209.3750,1510.9375,2060.9375,2534.3750,2779.6875,2803.1250,2820.3125,2834.3750,2795.3125,2785.9375,2781.2500,2926.5625,2935.9375,2851.5625
111.3000,601.5625,735.9375,718.7500,706.2500,734.3750,682.8125,657.8125,735.9375,735.9375,881.2500,979.6875,1220.3125,1582.8125,2076.5625,2571.8750,2801.5625,2696.8750,2754.6875,2784.3750,2795.3125,2806.2500,2854.6875,2792.1875,2840.6250,2853.1250
111.2000,603.1250,668.7500,731.2500,673.4375,725.0000,684.3750,737.5000,737.5000,762.5000,837.5000,965.6250,1114.0625,1612.5000,2003.1250,2476.5625,2714.0625,2739.0625,2828.1250,2835.9375,2665.6250,2675.0000,2859.3750,2782.8125,2784.3750,2840.6250
111.1000,575.0000,706.2500,704.6875,712.5000,667.1875,756.2500,701.5625,692.1875,743.7500,728.1250,990.6250,1100.0000,1518.7500,2164.0625,2501.5625,2751.5625,2851.5625,2579.6875,2815.6250,2826.5625,2796.8750,2778.1250,2709.3750,2720.3125,2832.8125
111.0000,581.2500,734.3750,720.3125,678.1250,703.1250,662.5000,742.1875,743.7500,784.3750,846.8750,962.5000,1165.6250,1523.4375,2037.5000,2431.2500,2575.0000,2642.1875,2670.3125,2771.8750,2726.5625,2695.3125,2707.8125,2650.0000,2912.5000,2817.1875
110.9000,593.7500,698.4375,732.8125,700.0000,737.5000,685.9375,717.1875,715.6250,781.2500,790.6250,954.6875,1148.4375,1495.3125,2087.5000,2404.6875,2750.0000,2735.9375,2640.6250,2732.8125,2698.4375,2660.9375,2596.8750,2654.6875,2734.3750,2778.1250
110.8000,567.1875,690.6250,692.1875,693.7500,648.4375,634.3750,648.4375,723.4375,718.7500,789.0625,890.6250,1085.9375,1540.6250,2029.6875,2451.5625,2618.7500,2665.6250,2689.0625,2745.3125,2748.4375,2667.1875,2754.6875,2712.5000,2565.6250,2659.3750
110.7000,507.8125,692.1875,659.3750,668.7500,756.2500,700.0000,720.3125,709.3750,762.5000,809.3750,940.6250,1054.6875,1510.9375,2025.0000,2410.9375,2656.2500,2623.4375,2679.6875,2676.5625,2695.3125,2640.6250,2664.0625,2554.6875,2592.1875,2732.8125
110.6000,575.0000,679.6875,715.6250,667.1875,700.0000,700.0000,717.1875,667.1875,710.9375,795.3125,915.6250,1117.1875,1525.0000,1921.8750,2225.0000,2445.3125,2496.8750,2657.8125,2607.8125,2714.0625,2614.0625,2676.5625,2564.0625,2659.3750,2700.0000
110.5000,550.0000,656.2500,687.5000,682.8125,698.4375,675.0000,662.5000,707.8125,707.8125,793.7500,904.6875,1137.5000,1429.6875,1954.6875,2251.5625,2506.2500,2531.2500,2678.1250,2565.6250,2518.7500,2684.3750,2650.0000,2510.9375,2676.5625,2704.6875
110.4000,532.8125,726.5625,684.3750,701.5625,710.9375,682.8125,664.0625,706.2500,731.2500,771.8750,854.6875,1104.6875,1448.4375,1876.5625,2292.1875,2459.3750,2525.0000,2539.0625,2675.0000,2679.6875,2531.2500,2587.5000,2632.8125,2623.4375,2593.7500
110.3000,581.2500,664.0625,676.5625,700.0000,753.1250,723.4375,681.2500,707.8125,642.1875,756.2500,865.6250,1112.5000,1529.6875,1989.0625,2339.0625,2503.1250,2478.1250,2609.3750,2531.2500,2570.3125,2564.0625,2609.3750,2554.6875,2479.6875,2521.8750
110.2000,565.6250,654.6875,634.3750,623.4375,692.1875,704.6875,695.3125,700.0000,704.6875,768.7500,826.5625,1117.1875,1435.9375,1959.3750,2228.1250,2348.4375,2371.8750,2475.0000,2535.9375,2568.7500,2590.6250,2593.7500,2490.6250,2409.3750,2540.6250
110.1000,575.0000,673.4375,676.5625,687.5000,628.1250,653.1250,678.1250,654.6875,687.5000,767.1875,878.1250,1103.1250,1407.8125,1910.9375,2142.1875,2417.1875,2481.2500,2476.5625,2481.2500,2532.8125,2592.1875,2554.6875,2476.5625,2610.9375,2532.8125
110.0000,525.0000,659.3750,653.1250,631.2500,651.5625,681.2500,689.0625,721.8750,703.1250,746.8750,865.6250,1050.0000,1356.2500,1987.5000,2162.5000,2420.3125,2418.7500,2423.4375,2518.7500,2504.6875,2500.0000,2507.8125,2525.0000,2629.6875,2460.9375
109.9000,598.4375,670.3125,626.5625,645.3125,751.5625,689.0625,673.4375,637.5000,723.4375,742.1875,837.5000,1079.6875,1423.4375,1939.0625,2182.8125,2301.5625,2523.4375,2382.8125,2468.7500,2445.3125,2403.1250,2443.7500,2482.8125,2468.7500,2431.2500
109.8000,525.0000,706.2500,606.2500,590.6250,689.0625,609.3750,684.3750,703.1250,664.0625,781.2500,820.3125,1057.8125,1471.8750,1820.3125,2201.5625,2351.5625,2340.6250,2340.6250,2420.3125,2332.8125,2470.3125,2456.2500,2482.8125,2482.8125,2482.8125
109.7000,554.6875,681.2500,698.4375,640.6250,671.8750,585.9375,678.1250,656.2500,673.4375,687.5000,831.2500,984.3750,1389.0625,1846.8750,2187.5000,2340.6250,2335.9375,2381.2500,2496.8750,2443.7500,2326.5625,2467.1875,2410.9375,2331.2500,2398.4375
109.6000,506.2500,659.3750,667.1875,654.6875,646.8750,648.4375,698.4375,693.7500,725.0000,729.6875,796.8750,967.1875,1325.0000,1945.3125,2179.6875,2385.9375,2370.3125,2423.4375,2498.4375,2318.7500,2373.4375,2482.8125,2504.6875,2279.6875,2359.3750
109.5000,529.6875,643.7500,653.1250,640.6250,729.6875,670.3125,640.6250,689.0625,676.5625,693.7500,806.2500,996.8750,1353.1250,1945.3125,2085.9375,2210.9375,2368.7500,2412.5000,2342.1875,2343.7500,2326.5625,2320.3125,2371.8750,2214.0625,2331.2500
109.4000,587.5000,626.5625,615.6250,671.8750,632.8125,639.0625,607.8125,656.2500,651.5625,657.8125,740.6250,957.8125,1314.0625,1940.6250,2100.0000,2256.2500,2259.3750,2223.4375,2345.3125,2339.0625,2315.6250,2353.1250,2389.0625,2300.0000,2293.7500
109.3000,514.0625,673.4375,625.0000,685.9375,659.3750,582.8125,671.8750,692.1875,606.2500,692.1875,821.8750,964.0625,1407.8125,1784.3750,2117.1875,2168.7500,2145.3125,2178.1250,2376.5625,2243.7500,2182.8125,2403.1250,2295.3125,2190.6250,2381.2500
109.2000,531.2500,662.5000,651.5625,631.2500,659.3750,654.6875,592.1875,582.8125,681.2500,682.8125,857.8125,989.0625,1331.2500,1815.6250,2114.0625,2164.0625,2215.6250,2203.1250,2267.1875,2256.2500,2257.8125,2300.0000,2195.3125,2221.8750,2220.3125
109.1000,579.6875,670.3125,656.2500,609.3750,635.9375,645.3125,639.0625,643.7500,635.9375,606.2500,789.0625,965.6250,1325.0000,1765.6250,2167.1875,2123.4375,2273.4375,2251.5625,2226.5625,2170.3125,2264.0625,2206.2500,2207.8125,2279.6875,2176.5625
109.0000,532.8125,675.0000,601.5625,628.1250,592.1875,625.0000,656.2500,590.6250,628.1250,720.3125,746.8750,975.0000,1384.3750,1843.7500,2012.5000,2215.6250,2073.4375,2110.9375,2117.1875,2103.1250,2253.1250,2215.6250,2234.3750,2229.6875,2223.4375
108.9000,531.2500,629.6875,548.4375,646.8750,687.5000,612.5000,643.7500,665.6250,628.1250,682.8125,728.1250,968.7500,1404.6875,1850.0000,2021.8750,2139.0625,2120.3125,2235.9375,2185.9375,2115.6250,2160.9375,2150.0000,2251.5625,2068.7500,2132.8125
108.8000,518.7500,626.5625,635.9375,615.6250,664.0625,648.4375,565.6250,660.9375,604.6875,671.8750,803.1250,975.0000,1359.3750,1746.8750,1925.0000,1976.5625,2056.2500,2089.0625,2143.7500,2179.6875,2064.0625,2107.8125,2109.3750,2004.6875,2270.3125
108.7000,570.3125,645.3125,643.7500,593.7500,673.4375,651.5625,618.7500,635.9375,665.6250,662.5000,735.9375,968.7500,1275.0000,1732.8125,1906.2500,2000.0000,2010.9375,2128.1250,2131.2500,2095.3125,2106.2500,2145.3125,2231.2500,2045.3125,2034.3750
108.6000,532.8125,629.6875,584.3750,578.1250,603.1250,559.3750,581.2500,585.9375,623.4375,695.3125,721.8750,1023.4375,1381.2500,1820.3125,1923.4375,2182.8125,2070.3125,2040.6250,2025.0000,2107.8125,2082.8125,2064.0625,2128.1250,2137.5000,2085.9375
108.5000,525.0000,621.8750,653.1250,642.1875,660.9375,600.0000,607.8125,642.1875,637.5000,645.3125,765.6250,876.5625,1292.1875,1954.6875,2035.9375,2026.5625,2070.3125,2078.1250,1995.3125,2046.8750,2117.1875,2046.8750,1989.0625,1984.3750,2076.5625
108.4000,562.5000,635.9375,625.0000,651.5625,662.5000,590.6250,610.9375,607.8125,604.6875,684.3750,756.2500,968.7500,1404.6875,1821.8750,1959.3750,1978.1250,1962.5000,1954.6875,2117.1875,1993.7500,2089.0625,2157.8125,1993.7500,2009.3750,2139.0625
108.3000,553.1250,681.2500,648.4375,648.4375,650.0000,617.1875,612.5000,632.8125,667.1875,718.7500,765.6250,942.1875,1226.5625,1779.6875,1898.4375,2050.0000,1842.1875,2037.5000,2085.9375,1968.7500,2018.7500,1989.0625,2003.1250,1995.3125,1959.3750
108.2000,501.5625,625.0000,601.5625,629.6875,640.6250,618.7500,628.1250,612.5000,650.0000,621.8750,720.3125,890.6250,1239.0625,1685.9375,1912.5000,1918.7500,1945.3125,1925.0000,2035.9375,1964.0625,1932.8125,2042.1875,1959.3750,1920.3125,1914.0625
108.1000,543.7500,610.9375,651.5625,650.0000,614.0625,567.1875,615.6250,565.6250,643.7500,653.1250,757.8125,876.5625,1231.2500,1825.0000,1910.9375,1965.6250,1953.1250,1959.3750,1896.8750,2035.9375,1904.6875,1987.5000,1862.5000,1870.3125,2018.7500
108.0000,525.0000,651.5625,660.9375,650.0000,596.8750,570.3125,578.1250,679.6875,607.8125,682.8125,825.0000,910.9375,1282.8125,1707.8125,1901.5625,1976.5625,1957.8125,1885.9375,1892.1875,1860.9375,2001.5625,1928.1250,1914.0625,1925.0000,1903.1250
107.9000,510.9375,648.4375,612.5000,639.0625,642.1875,603.1250,581.2500,645.3125,600.0000,684.3750,804.6875,962.5000,1298.4375,1715.6250,1798.4375,1892.1875,1914.0625,1918.7500,1951.5625,1889.0625,1932.8125,1992.1875,1917.1875,1870.3125,1857.8125
107.8000,575.0000,632.8125,592.1875,654.6875,600.0000,614.0625,673.4375,659.3750,650.0000,660.9375,700.0000,890.6250,1301.5625,1732.8125,1884.3750,1901.5625,1934.3750,1835.9375,1895.3125,1937.5000,1939.0625,1851.5625,1900.0000,1850.0000,1895.3125
107.7000,515.6250,615.6250,689.0625,662.5000,650.0000,625.0000,598.4375,643.7500,679.6875,684.3750,725.0000,851.5625,1287.5000,1665.6250,1814.0625,1912.5000,1837.5000,1834.3750,1917.1875,1876.5625,1835.9375,1898.4375,1732.8125,1835.9375,1929.6875
107.6000,534.3750,618.7500,671.8750,682.8125,639.0625,651.5625,614.0625,621.8750,631.2500,701.5625,781.2500,915.6250,1220.3125,1717.1875,1842.1875,1792.1875,1821.8750,1834.3750,1901.5625,1706.2500,1817.1875,1873.4375,1946.8750,1884.3750,1925.0000
107.5000,575.0000,648.4375,628.1250,662.5000,600.0000,614.0625,706.2500,607.8125,635.9375,706.2500,750.0000,932.8125,1285.9375,1714.0625,1787.5000,1845.3125,1812.5000,1884.3750,1839.0625,1804.6875,1853.1250,1832.8125,1853.1250,1726.5625,1781.2500
107.4000,600.0000,645.3125,662.5000,632.8125,640.6250,681.2500,623.4375,682.8125,667.1875,685.9375,690.6250,917.1875,1264.0625,1764.0625,1867.1875,1843.7500,1825.0000,1748.4375,1862.5000,1746.8750,1810.9375,1700.0000,1795.3125,1784.3750,1729.6875
107.3000,546.8750,675.0000,667.1875,621.8750,685.9375,631.2500,596.8750,704.6875,682.8125,660.9375,729.6875,939.0625,1229.6875,1615.6250,1796.8750,1809.3750,1756.2500,1714.0625,1779.6875,1850.0000,1765.6250,1837.5000,1745.3125,1778.1250,1846.8750
107.2000,540.6250,665.6250,643.7500,725.0000,639.0625,718.7500,689.0625,648.4375,673.4375,760.9375,800.0000,956.2500,1345.3125,1609.3750,1796.8750,1785.9375,1748.4375,1740.6250,1667.1875,1668.7500,1787.5000,1728.1250,1818.7500,1771.8750,1771.8750
107.1000,554.6875,662.5000,650.0000,696.8750,612.5000,681.2500,653.1250,690.6250,692.1875,725.0000,757.8125,917.1875,1271.8750,1651.5625,1734.3750,1767.1875,1882.8125,1778.1250,1750.0000,1670.3125,1864.0625,1793.7500,1729.6875,1720.3125,1776.5625
107.0000,623.4375,651.5625,715.6250,671.8750,679.6875,676.5625,689.0625,740.6250,695.3125,689.0625,773.4375,1032.8125,1285.9375,1775.0000,1731.2500,1754.6875,1800.0000,1757.8125,1800.0000,1754.6875,1743.7500,1809.3750,1790.6250,1714.0625,1762.5000
106.9000,590.6250,690.6250,660.9375,673.4375,732.8125,707.8125,695.3125,701.5625,667.1875,762.5000,695.3125,1004.6875,1203.1250,1614.0625,1796.8750,1684.3750,1735.9375,1679.6875,1792.1875,1690.6250,1715.6250,1729.6875,1639.0625,1801.5625,1809.3750
106.8000,585.9375,709.3750,707.8125,739.0625,782.8125,737.5000,676.5625,717.1875,660.9375,739.0625,828.1250,906.2500,1289.0625,1570.3125,1750.0000,1689.0625,1698.4375,1709.3750,1742.1875,1698.4375,1676.5625,1737.5000,1692.1875,1804.6875,1785.9375
106.7000,646.8750,734.3750,790.6250,714.0625,806.2500,804.6875,781.2500,778.1250,750.0000,748.4375,785.9375,867.1875,1278.1250,1623.4375,1675.0000,1746.8750,1678.1250,1681.2500,1775.0000,1728.1250,1756.2500,1610.9375,1660.9375,1732.8125,1800.0000
106.6000,639.0625,796.8750,760.9375,745.3125,718.7500,795.3125,810.9375,828.1250,753.1250,771.8750,784.3750,1001.5625,1240.6250,1578.1250,1775.0000,1698.4375,1631.2500,1656.2500,1678.1250,1701.5625,1709.3750,1715.6250,1648.4375,1653.1250,1732.8125
106.5000,612.5000,787.5000,789.0625,821.8750,790.6250,782.8125,792.1875,835.9375,754.6875,775.0000,817.1875,1001.5625,1254.6875,1600.0000,1710.9375,1648.4375,1700.0000,1679.6875,1675.0000,1745.3125,1664.0625,1687.5000,1717.1875,1635.9375,1689.0625
106.4000,664.0625,859.3750,832.8125,821.8750,832.8125,868.7500,878.1250,845.3125,815.6250,842.1875,806.2500,1059.3750,1290.6250,1640.6250,1739.0625,1659.3750,1665.6250,1701.5625,1735.9375,1657.8125,1557.8125,1596.8750,1770.3125,1687.5000,1689.0625
106.3000,689.0625,839.0625,835.9375,851.5625,889.0625,959.3750,914.0625,945.3125,906.2500,856.2500,814.0625,1031.2500,1360.9375,1628.1250,1667.1875,1714.0625,1701.5625,1679.6875,1764.0625,1626.5625,1698.4375,1579.6875,1656.2500,1712.5000,1710.9375
106.2000,723.4375,928.1250,881.2500,921.8750,950.0000,971.8750,984.3750,926.5625,859.3750,840.6250,970.3125,1117.1875,1285.9375,1637.5000,1712.5000,1734.3750,1706.2500,1567.1875,1703.1250,1654.6875,1646.8750,1659.3750,1685.9375,1703.1250,1557.8125
106.1000,759.3750,978.1250,968.7500,1031.2500,1000.0000,1057.8125,973.4375,992.1875,1018.7500,932.8125,1025.0000,1170.3125,1315.6250,1521.8750,1723.4375,1701.5625,1653.1250,1682.8125,1635.9375,1651.5625,1587.5000,1660.9375,1645.3125,1728.1250,1665.6250
106.0000,759.3750,1034.3750,1098.4375,1062.5000,1042.1875,1156.2500,1162.5000,1109.3750,1051.5625,960.9375,1006.2500,1215.6250,1350.0000,1692.1875,1748.4375,1703.1250,1593.7500,1632.8125,1639.0625,1662.5000,1668.7500,1634.3750,1596.8750,1640.6250,1668.7500
105.9000,804.6875,1059.3750,1129.6875,1112.5000,1201.5625,1382.8125,1217.1875,1181.2500,1132.8125,1071.8750,1114.0625,1315.6250,1437.5000,1567.1875,1618.7500,1623.4375,1604.6875,1617.1875,1640.6250,1643.7500,1601.5625,1575.0000,1609.3750,1595.3125,1634.3750
105.8000,862.5000,1196.8750,1206.2500,1243.7500,1431.2500,1446.8750,1334.3750,1315.6250,1221.8750,1210.9375,1293.7500,1375.0000,1426.5625,1706.2500,1725.0000,1654.6875,1637.5000,1648.4375,1764.0625,1660.9375,1601.5625,1646.8750,1634.3750,1584.3750,1593.7500
105.7000,993.7500,1345.3125,1300.0000,1270.3125,1446.8750,1617.1875,1487.5000,1484.3750,1304.6875,1346.8750,1259.3750,1557.8125,1420.3125,1628.1250,1595.3125,1643.7500,1640.6250,1568.7500,1592.1875,1564.0625,1589.0625,1646.8750,1585.9375,1560.9375,1725.0000
